CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;CNPJ Gestor;Nome Gestor;Gestor Apelido
04.822.739/0001-30;FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CREDIT - CRÉDITO PRIVADO - RESP LIMITADA;29.738.952/0001-99;SERPROS FUNDO MULTIPATROCINADO;Serpros
04.836.724/0001-20;POTENJI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
04.841.576/0001-32;BRADESCO FIF - CLASSE DE INVESTIMENTO SUPRE II - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
04.871.799/0001-42;BRASIL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;39.433.649/0001-31;SEVEN POUNDS ASSET MANAGEMENT LTDA.;Seven Pounds
04.875.006/0001-63;BRAM IQ FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
04.885.403/0001-16;AGNES I FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
04.885.571/0001-01;CEARÁ FIF  - CLASSE DE INVESTIMENTO RF  CRÉDITO PRIVADO - RESP  LTDA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
04.885.601/0001-80;UNIPREV I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
04.899.128/0001-90;SULAMÉRICA EXCELLENCE FIF RENDA FIXA CRÉDITO PRIVADO DE RESPONSABILIDADE LIMITADA;21.813.291/0001-07;SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.;Sulamérica
04.899.165/0001-06;FABASA ITAPEMA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA;54.286.457/0001-33;Sul América Gestão de Investimentos S.A.;Sulamérica
04.899.182/0001-35;SUL AMÉRICA OCEANO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA;54.286.457/0001-33;Sul América Gestão de Investimentos S.A.;Sulamérica
04.906.948/0001-61;BEETLE II FIF - CLASSE DE INVESTIMENTO RF PREVIDENCIÁRIO - RESP LIMITADA;02.562.663/0001-25;BNP PARIBAS ASSET MANAGEMENT BRASIL LTDA;BNP
04.957.589/0001-71;CIFRÃO CLASSE DE INVESTIMENTO  MULTIMERCADO PREVIDÊNCIÁRIO - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
05.006.152/0001-15;LAB FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
05.011.902/0001-47;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTI DUBLIN - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
05.018.037/0001-60;BRASILSEG RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
05.024.715/0001-06;TELOS RENDA FIXA BAIXO RISCO I FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;07.437.241/0001-41;Franklin Templeton Brasil Ltda.;Franklin Templeton
05.024.910/0001-28;UBS BORDEAUX FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
05.090.740/0001-80;FERMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;51.004.798/0001-80;ÉTRE-DAVOS GESTORA DE RECURSOS LTDA.;Être-Davos
05.090.778/0001-52;BTG PACTUAL MULTISTRATEGIES FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LTDA;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
05.090.867/0001-07;SANTANDER SARCLISA RENDA FIXA - FIF RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
05.092.810/0001-39;SANTANDER TINGUÍ MULTIMERCADO CRÉDITO PRIVADO - FIF RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
05.093.013/0001-76;ATLÂNTIDA FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
05.093.031/0001-58;CARTEIRA INSTITUCIONAL 53 FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉDITO PRIVADO RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
05.108.379/0001-71;CITRINO I - FIF CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;65.913.436/0001-17;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Safra Asset
05.108.398/0001-06;GAAR TAMANDARÉ FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
05.134.438/0001-86;ALM BD CLASSE DE INVESTIMENTO RENDA  FIXA - RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
05.164.372/0001-77;CAIXA EXCLUSIVO APEX BRASIL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO - RESP LIMITADA;42.040.639/0001-40;CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;CEF Asset
05.212.008/0001-35;SANTANDER FEI RENDA FIXA - FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
05.217.490/0001-04;MONTELLANO FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
05.231.562/0001-60;BETA FI FINANCEIRO - CI MULT - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
05.317.156/0001-14;ARIZONA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;30.038.003/0001-85;GOW CAPITAL GESTÃO DE RECURSOS E CONSULTORIA LTDA.;Gow
05.326.919/0001-93;BRASILPREV FIX ANNUITY FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE;27.665.207/0001-31;BRASILPREV SEGUROS E PREVIDÊNCIA S.A;BB Asset
05.388.033/0001-74;WHG SISTEMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;34.848.969/0001-39;WEALTH HIGH GOVERNANCE CAPITAL LTDA.;WHG
05.395.864/0001-73;FEI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
05.458.928/0001-38;SAGUARAJI PREVIDENCIÁRIO FI FINANCEIRO - CI RF - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
05.464.910/0001-49;BOSCH BRASIL VI PREVIDENCIÁRIO FIF RENDA FIXA LONGO PRAZO RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
05.508.422/0001-96;EQTPREV STRATEGY FIF MULTIMERCADO CRÉDITO PRIVADO DE RESPONSABILIDADE LIMITADA;21.813.291/0001-07;SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.;Sulamérica
05.508.550/0001-30;SUL AMÉRICA AQUA FIF MULTIMERCADO CRÉDITO PRIVADO DE RESPONSABILIDADE LIMITADA;21.813.291/0001-07;SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.;Sulamérica
05.513.181/0001-73;DBM FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;30.406.191/0001-57;VITRA GESTÃO DE PATRIMONIO LTDA;Vitra
05.575.327/0001-05;BUSCA VIDA FUNDO DE INVESTIMENTO FINANCEIRO;08.800.008/0001-44;BRAINVEST ASSESSORIA FINANCEIRA E GESTÃO DE RECURSOS LTDA;Brainvest
05.575.445/0001-13;RICHMOND FIF  - CLASSE DE INVESTIMENTO MULT CRÉDITO PRIVADO - RESP  LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
05.615.511/0001-31;MBPREV I FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
05.615.522/0001-11;MBPREV II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
05.615.541/0001-48;WESTERN ASSET INDEPENDENCE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;07.437.241/0001-41;Franklin Templeton Brasil Ltda.;Franklin Templeton
05.642.617/0001-24;CHATEAUBRIAND PREVIDENCIÁRIO FI FINANCEIRO - CI RF - RESP LIMITADA;07.437.241/0001-41;Franklin Templeton Brasil Ltda.;Franklin Templeton
05.656.536/0001-83;BTG PACTUAL MULTISTRATEGIES ADVANCED FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LTDA;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
05.755.769/0001-33;ICATU VANGUARDA PLUS FIF  RF  LONGO PRAZO - RESP  LTDA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
05.832.360/0001-73;BB ATACADO MISTO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO CRÉDITO PRIVADO RESP LIM;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
05.862.817/0001-92;TELI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;22.134.302/0001-95;LAKEWOOD GESTÃO DE RECURSOS LTDA.;Lakewood
05.871.539/0001-30;BNP PARIBAS YIELD CLASSIQUE FI FINANCEIRO MULTIMERCADO LONGO PRAZO - RESPONSABILIDADE LIMITADA;02.562.663/0001-25;BNP PARIBAS ASSET MANAGEMENT BRASIL LTDA;BNP
05.911.520/0001-70;PENAGON FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
05.922.462/0001-80;UBS CONSENSO PÓS FIXADO FIF DE RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;09.490.248/0001-52;UBS CONSENSO INVESTIMENTOS LTDA.;UBS
06.015.421/0001-72;BB TOP CRÉDITO PRIVADO ASG FIF RENDA FIXA INVESTIMENTO SUSTENTÁVEL LONGO PRAZO RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
06.066.907/0001-30;ITAÚ RENDA FIXA CRED PRIV MASTER ACTIVE FIX FIF RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
06.077.638/0001-07;BRADESCO FIF - CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
06.081.503/0001-15;MAPFRE CORPORATE RENDA FIXA PREV FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LTDA;04.160.039/0001-27;MAPFRE INVESTIMENTOS LTDA.;Mapfre
06.084.861/0001-81;SANTANDER PREV EQUILÍBRIO RENDA FIXA - FIF RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
06.086.684/0001-72;RAMA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;02.933.874/0001-27;RAFTER GESTÃO DE INVESTIMENTOS LTDA;Rafter
06.095.406/0001-81;SANTANDER BÁLTICO I MULTIMERCADO - FIF RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
06.124.249/0001-95;WL FUNDO DE INVESTIMENTO MULTIMERCADO CP;34.848.969/0001-39;WEALTH HIGH GOVERNANCE CAPITAL LTDA.;WHG
06.134.949/0001-60;SPARTA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;07.221.832/0001-87;ARGUCIA CAPITAL GESTÃO DE RECURSOS LTDA;Argucia
06.275.894/0001-09;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;07.262.715/0001-61;SITA GESTÃO DE RECURSOS LTDA;Sita
06.342.412/0001-96;DOM CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;19.807.960/0001-96;ASA ASSET MANAGEMENT LTDA.;ASA
06.866.051/0001-87;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;03.384.738/0001-98;TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Tivio
06.871.833/0001-04;BNP PARIBAS SAUVIGNON CLASSE DE  INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE  LIMITADA;02.562.663/0001-25;BNP PARIBAS ASSET MANAGEMENT BRASIL LTDA;BNP
06.877.816/0001-84;BRADESCO ALBI FI FINANCEIRO - CI MULT - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
07.048.624/0001-28;MIKA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;30.406.191/0001-57;VITRA GESTÃO DE PATRIMONIO LTDA;Vitra
07.098.323/0001-09;BB PROFETA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO  LONGO PRAZO RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
07.103.364/0001-46;ITAU FLEXPREV FIF RF - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
07.187.542/0001-64;BRADESCO MÁSTER PREVIDÊNCIA FI FINANCEIRO - CI RF - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
07.187.548/0001-31;BRADESCO MASTER II PREVIDÊNCIA FI FINANCEIRO - CI RF - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
07.322.826/0001-16;BB URANO 1 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
07.364.774/0001-40;FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO VIENA RESPONSABILIDADE LIMITADA;13.421.810/0001-63;VINCI SOLUÇÕES DE INVESTIMENTOS LTDA;Vinci
07.376.622/0001-68;ICATU SEG FIF- CLASSE DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO - RESP LIMITADA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
07.376.653/0001-19;NANTES FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
07.377.701/0001-93;MBPREV III FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;07.437.241/0001-41;Franklin Templeton Brasil Ltda.;Franklin Templeton
07.382.593/0001-47;OLYMPO FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CRÉDITO PRIVADO;36.684.109/0001-32;MIRABAUD INVESTIMENTOS LTDA.;Mirabaud
07.455.507/0001-89;VERDE MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;19.749.539/0001-76;VERDE ASSET MANAGEMENT S.A.;Verde
07.490.284/0001-90;BB TOP ARBITRAGEM ALAVANCADO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
07.504.907/0001-37;SANTANA FIF - CLASSE DE INVESTIMENTO  MULTIMERCADO - RESPONSABILIDADE LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
07.593.967/0001-73;BRASILPREV TOP TP FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
07.647.609/0001-04;PORTFOLIO 5 FIF ESPECIALMENTE CONSTITUÍDO RENDA FIXA - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
07.667.550/0001-08;BRADESCO DELTA II FI FINANCEIRO - CI MULT - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
07.725.510/0001-75;NETTER FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
07.725.538/0001-02;MAPFRE MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA PREV RESP LTDA;04.160.039/0001-27;MAPFRE INVESTIMENTOS LTDA.;Mapfre
07.889.704/0001-06;WESTERN ASSET INCOME GENERATION ICATU PREV RENDA FIXA FIF CRED PRIV RESP LIMITADA;42.283.770/0001-39;ICATU SEGUROS S/A;Icatu
07.892.341/0001-68;MULTIPREV II FIF RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;07.437.241/0001-41;Franklin Templeton Brasil Ltda.;Franklin Templeton
07.900.255/0001-50;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
07.914.903/0001-27;POLO TOTAL RETURN CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;05.451.668/0001-79;POLO CAPITAL GESTÃO DE RECURSOS LTDA;Polo
08.155.938/0001-92;IU CONFIANÇA FIE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;17.305.299/0001-95;WE CAPITAL INVESTIMENTOS LTDA.;WE Capital
08.252.580/0001-16;ASPECIR PGBL FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO PREVIDENCIÁRIO - RESPONSABILIDADE LIMI;03.983.856/0001-12;4UM GESTÃO DE RECURSOS LTDA.;4UM
08.254.183/0001-83;URCA FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
08.275.369/0001-19;EPMG FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
08.276.816/0001-54;KRIFTEL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;30.406.191/0001-57;VITRA GESTÃO DE PATRIMONIO LTDA;Vitra
08.276.825/0001-45;VALUTA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;30.406.191/0001-57;VITRA GESTÃO DE PATRIMONIO LTDA;Vitra
08.296.906/0001-07;SISPRIME DO BRASIL DINÂMICO FIF MULT CRÉD PRIV INVESTIMENTO NO EXTERIOR RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
08.370.193/0001-84;ARGENT FUNDO DE INVESTIMENTO FINANCEIRO;72.027.832/0001-02;DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA;Daycoval
08.399.467/0001-68;ANGELIM PEDRA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;08.800.008/0001-44;BRAINVEST ASSESSORIA FINANCEIRA E GESTÃO DE RECURSOS LTDA;Brainvest
08.507.696/0001-59;VERDE AM MULTI ESTRATEGIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;19.749.539/0001-76;VERDE ASSET MANAGEMENT S.A.;Verde
08.537.625/0001-07;G5 GRUMETE FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
08.608.370/0001-18;SABESPREV CRÉDITO PRIVADO PPM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;02.888.152/0001-06;BRZ INVESTIMENTOS LTDA;BRZ
08.616.595/0001-16;JUISA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;31.384.260/0001-31;ORIZ ASSET MANAGEMENT LTDA.;Oriz
08.680.812/0001-37;VERDE EQUITY MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;19.749.539/0001-76;VERDE ASSET MANAGEMENT S.A.;Verde
08.708.502/0001-83;ASA ESTRATÉGIA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;19.807.960/0001-96;ASA ASSET MANAGEMENT LTDA.;ASA
08.744.323/0001-00;CARMO FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;30.406.191/0001-57;VITRA GESTÃO DE PATRIMONIO LTDA;Vitra
08.744.334/0001-81;PÁSCOA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;30.406.191/0001-57;VITRA GESTÃO DE PATRIMONIO LTDA;Vitra
08.744.339/0001-04;LUDO FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;30.406.191/0001-57;VITRA GESTÃO DE PATRIMONIO LTDA;Vitra
08.744.355/0001-05;BENVENTURA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;30.406.191/0001-57;VITRA GESTÃO DE PATRIMONIO LTDA;Vitra
08.759.871/0001-03;FIF FAELCE BITUPITÁ - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;29.158.123/0001-37;GALAPAGOS INVESTMENTS SOLUTIONS LTDA.;Galapagos
08.759.915/0001-97;DELFOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
08.807.608/0001-34;FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RINTER;01.591.499/0001-11;TAG INVESTIMENTOS LTDA;TAG
08.831.681/0001-41;IPANEMA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
08.853.268/0001-88;CARVOEIRO FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;08.800.008/0001-44;BRAINVEST ASSESSORIA FINANCEIRA E GESTÃO DE RECURSOS LTDA;Brainvest
08.868.449/0001-88;RHODES CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;19.807.960/0001-96;ASA ASSET MANAGEMENT LTDA.;ASA
08.893.161/0001-63;MAPFRE MASTER MULTIMERCADO PREV FUNDO DE INVESTIMENTO FINANCEIRO RESP LTDA;04.160.039/0001-27;MAPFRE INVESTIMENTOS LTDA.;Mapfre
08.893.167/0001-30;MAPFRE MASTER MULTIMERCADO PLUS PREV FUNDO DE INVESTIMENTO FINANCEIRO RESP LTDA;04.160.039/0001-27;MAPFRE INVESTIMENTOS LTDA.;Mapfre
08.893.177/0001-76;QLZ FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO CRED PRIV RESPONSABILIDADE LIMITADA;07.250.864/0001-00;QLZ GESTÃO DE RECURSOS FINANCEIROS LTDA;QLZ
08.893.225/0001-26;CAUÊ FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
08.913.187/0001-26;BTG PACTUAL CREDITO CORPORATIVO FIFE PREVIDENCIA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
08.960.971/0001-95;BANRISUL PREMIUM FUNDO DE INVESTIMENTO RENDA FIXA DE LONGO PRAZO RESPONSABILIDADE LIMITADA;93.026.847/0001-26;BANRISUL S.A. CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO;Banrisul
08.960.978/0001-07;BANRISUL FLEX CREDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA DE LONGO PRAZO RESPONS LIMITADA;93.026.847/0001-26;BANRISUL S.A. CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO;Banrisul
08.968.397/0001-11;RIO IPANEMA FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
08.973.437/0001-13;FB ENERGIA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;04.686.893/0001-21;TURIM 21 INVESTIMENTOS LTDA;Turim
08.984.821/0001-11;BIOESTRATÉGIA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;02.933.874/0001-27;RAFTER GESTÃO DE INVESTIMENTOS LTDA;Rafter
09.009.733/0001-61;RANATORI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;01.591.499/0001-11;TAG INVESTIMENTOS LTDA;TAG
09.013.472/0001-53;MALTES FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
